subject,label,temp_mean,temp_std,temp_max,temp_min,temp_range,temp_deriv,eda_mean,eda_std,eda_max,eda_min,eda_range,eda_deriv,bvp_mean,bvp_std,bvp_max,bvp_min,bvp_range,bvp_deriv
S2,1,35.64533333333333,0.042168972268981565,35.73,35.57,0.1599999999999966,-0.0005020920502091943,0.12103229166666667,0.006401827761657646,0.130963,0.101492,0.029470999999999997,6.969874476987444e-05,0.8597916666666671,42.89837581859323,139.88,-273.45,413.33,-0.30669456066945666
S2,1,35.57333333333333,0.045631373223060274,35.68,35.5,0.17999999999999972,-0.0005020920502091943,0.11980966250000001,0.014011903717265798,0.155308,0.077147,0.07816100000000001,8.0418410041841e-05,0.9622499999999995,138.3467914906986,425.48,-515.49,940.97,0.890627615062762
S2,1,35.525999999999996,0.021771541057076634,35.57,35.47,0.10000000000000142,-0.0003347280334727962,0.15797767916666666,0.08700632844196583,1.17781,0.077147,1.100663,0.00041817573221757375,-1.1100000000000005,160.94035045889933,425.48,-515.49,940.97,-0.751757322175731
S2,2,34.083,0.018193405398660815,34.15,34.05,0.10000000000000142,-0.0003347280334727962,0.7742709875,0.07159828217617381,0.983048,0.633244,0.349804,0.00015011297071129727,-2.510375000000001,167.61640135373398,454.24,-664.48,1118.72,1.7637238493723844
S2,2,34.06516666666667,0.02355784842090363,34.11,34.0,0.10999999999999943,-0.00029288702928870414,0.7121424416666665,0.03732589858592285,0.769065,0.626838,0.142227,-0.0005253974895397488,-1.9228750000000006,130.67255395510963,447.46,-664.48,1111.94,-0.11225941422594254
S2,2,34.01833333333334,0.03929235153167664,34.07,33.95,0.11999999999999744,-0.0005020920502091943,0.6506010666666666,0.04096541623150625,0.73447,0.587116,0.14735399999999998,-0.0005682928870292886,-1.0459166666666666,98.37117680411467,241.1,-731.27,972.37,-0.27623430962342976
S2,2,33.95616666666667,0.038170305503392114,34.03,33.87,0.1600000000000037,-0.0006694560669456221,0.6107142291666666,0.020508702113817834,0.66784,0.579428,0.08841199999999994,-0.00011258577405857712,-0.17570833333333363,91.00343251492366,241.1,-731.27,972.37,-0.4894142259414239
S2,2,33.89666666666667,0.03645392830531289,33.97,33.83,0.14000000000000057,-0.000502092050209224,0.6053753291666666,0.014550974339512435,0.64862,0.579428,0.06919199999999992,-5.361087866108818e-05,-0.4439583333333336,64.8166911997334,235.97,-267.28,503.25,0.21221757322175766
S2,2,33.84450000000001,0.03584340943604511,33.89,33.77,0.11999999999999744,-0.0004184100418410101,0.5937686875000001,0.020205264494841696,0.64862,0.546114,0.10250599999999999,-0.000171560669456067,-0.8097083333333345,82.1043119726258,287.94,-310.35,598.29,0.08928870292887049
S2,2,33.79216666666667,0.03937391973826786,33.89,33.73,0.1600000000000037,-0.0006694560669456221,0.614787925,0.04897489169567104,0.722938,0.546114,0.17682399999999998,0.00030022594142259406,-1.8826666666666665,97.73149591042228,298.3,-545.31,843.6099999999999,1.00071129707113
S2,2,33.719833333333334,0.04964848660555829,33.79,33.63,0.1599999999999966,-0.0005857740585774083,0.6764626625000001,0.04689767292821603,0.757534,0.552521,0.205013,0.0007130418410041838,-2.8621249999999985,104.37679875528394,298.3,-545.31,843.6099999999999,-0.2537656903765686
S2,2,33.63783333333334,0.04740223857817368,33.73,33.57,0.1599999999999966,-0.0005857740585773785,0.7251426083333334,0.03618373496436759,0.831851,0.643495,0.18835599999999997,0.00038600836820083687,-1.5194166666666655,100.41122300151375,350.27,-523.21,873.48,0.0956485355648519
S2,2,33.57050000000001,0.039175885439898264,33.65,33.49,0.1599999999999966,-0.0005439330543933162,0.809875975,0.0782469279989064,0.995861,0.71525,0.28061099999999994,0.0007612928870292888,-0.984625,73.8014087197937,350.27,-455.41,805.6800000000001,-0.06154811715481234
S2,2,33.50466666666667,0.0475558151602468,33.59,33.41,0.18000000000000682,-0.0005020920502091943,0.91278005,0.06510164441431185,1.058715,0.721656,0.3370590000000001,0.0007133305439330545,-0.778041666666667,51.25057463822492,271.84,-363.5,635.3399999999999,-0.15297071129707185
S2,2,33.4305,0.04298933976386946,33.5,33.37,0.13000000000000256,-0.0005439330543933162,0.9784827708333333,0.060514010066071884,1.159941,0.897268,0.26267300000000016,0.0005953807531380757,-0.36533333333333334,36.62899643573229,95.87,-256.01,351.88,-0.04154811715481213
S2,2,33.367333333333335,0.03340991203553449,33.43,33.29,0.14000000000000057,-0.0004184100418410101,1.0285987708333333,0.06259384469193689,1.159941,0.897268,0.26267300000000016,0.0005414811715481177,0.12995833333333356,49.71413874591678,167.61,-256.01,423.62,-0.03673640167364105
S2,2,33.309,0.03944194045260268,33.39,33.23,0.1600000000000037,-0.0006694560669456221,1.0239272666666668,0.048565110875200886,1.152253,0.94724,0.205013,-0.0002787824267782424,-0.5562083333333337,51.72585790530623,203.79,-252.16,455.95,0.003682008368200223
S2,2,33.2095,0.07497610730537237,33.33,33.07,0.259999999999998,-0.0010878661087866026,1.0100835875,0.03350053586089846,1.102281,0.94724,0.1550410000000001,-4.289121338912138e-05,-0.648208333333334,36.17217206923849,203.79,-179.52,383.31,0.06092050209204986
S2,2,33.07683333333333,0.07374486799469847,33.21,32.97,0.240000000000002,-0.0010041841004184184,1.0258172541666668,0.02066152728296158,1.107406,0.981836,0.12556999999999985,0.00048787029288702865,0.15520833333333256,24.16707463933655,98.14,-81.44,179.57999999999998,0.2805857740585779
S2,2,32.95766666666667,0.06502221842485062,33.09,32.83,0.2600000000000051,-0.0009623430962342965,1.0546098083333333,0.04011737659632789,1.183004,0.997212,0.18579199999999996,0.0003109497907949799,-0.05875000000000039,31.86344159227259,98.14,-140.15,238.29000000000002,-0.025020920502092127
S2,2,32.8495,0.0627541499291738,32.97,32.75,0.21999999999999886,-0.0007531380753138064,1.0856446791666667,0.030799324350428526,1.183004,1.035651,0.14735299999999985,0.00020372803347280352,0.5414583333333336,42.689182577361024,146.45,-140.15,286.6,0.06267782426778291
S2,2,32.74549999999999,0.05931343299231175,32.84,32.65,0.19000000000000483,-0.0007112970711297143,1.1105932791666666,0.0324179808569704,1.184286,1.058715,0.12557099999999988,0.00015011297071129774,0.8103333333333338,43.13948201151959,149.99,-155.68,305.67,-0.1104184100418411
S2,2,32.65783333333333,0.04778743442463479,32.75,32.59,0.1599999999999966,-0.0005857740585773785,1.1488623999999998,0.03674305365414893,1.25604,1.093311,0.16272900000000012,4.289121338912138e-05,0.4675833333333333,37.584200326197205,149.99,-155.68,305.67,-0.04836820083681962
S2,2,32.5955,0.03252819289990421,32.66,32.53,0.12999999999999545,-0.00046025104602510225,1.1907298916666667,0.04681921897696783,1.288074,1.109969,0.17810499999999996,0.0002787824267782429,0.3148749999999998,37.52349185267422,190.91,-292.24,483.15,-0.060418410041840134
S2,3,34.423333333333325,0.03681787005729159,34.49,34.37,0.12000000000000455,-0.0004184100418410101,0.18257894583333334,0.03355134202583506,0.260377,0.092523,0.16785400000000003,0.000230531380753138,-0.8337500000000005,54.17915592523414,218.87,-152.86,371.73,0.1080334728033466
S2,3,34.37766666666666,0.024924329925238672,34.43,34.33,0.10000000000000142,-0.0002928870292886744,0.2052210958333333,0.01979370217884928,0.236032,0.160433,0.075599,0.00010722594142259407,-0.24375000000000005,30.230509797291983,140.45,-112.69,253.14,-0.28075313807531416
S2,3,34.3385,0.030758467668810612,34.41,34.27,0.13999999999999346,-0.0004184100418409804,0.2046765875,0.014242708088726562,0.236032,0.173247,0.06278499999999998,-9.113807531380751e-05,0.011749999999999794,28.56743450920121,131.04,-113.15,244.19,-0.06343096234309657
S2,3,34.286500000000004,0.036870268057972076,34.34,34.21,0.13000000000000256,-0.00037656903765691805,0.19990899583333335,0.011178591862908432,0.242438,0.173247,0.06919099999999997,-1.6083682008368144e-05,0.04199999999999975,59.6981284407923,213.59,-542.45,756.0400000000001,0.1448117154811712
S2,3,34.23283333333334,0.033719018701947434,34.31,34.16,0.15000000000000568,-0.0005439330543933162,0.20619280416666666,0.012085419076273245,0.245001,0.187341,0.05765999999999999,5.897489539748964e-05,-0.16108333333333327,57.94625228456443,213.59,-542.45,756.0400000000001,-0.112594142259414
S2,3,34.18733333333333,0.029881246441353704,34.25,34.15,0.10000000000000142,-0.0003347280334727962,0.19686050416666667,0.014406743023956383,0.245001,0.171965,0.07303599999999999,-2.1443514644351425e-05,-0.03287499999999983,23.663437964879666,99.79,-119.63,219.42000000000002,-0.19966527196652709
S2,3,34.150999999999996,0.021031722072462546,34.21,34.11,0.10000000000000142,-4.184100418409209e-05,0.18029399166666668,0.011224169064267693,0.20528,0.157871,0.04740899999999998,-0.0001661966527196653,0.1808749999999998,23.61481972161496,97.83,-77.64,175.47,0.147573221757322
S2,3,34.11716666666667,0.025238308624433922,34.16,34.07,0.0899999999999963,-0.0003347280334727962,0.16094052083333335,0.014742150088817869,0.20528,0.137369,0.067911,-0.00020908786610878669,0.14254166666666665,20.770054420325046,97.83,-77.64,175.47,0.14857740585774037
S2,3,34.08533333333334,0.024864074931962167,34.13,34.03,0.10000000000000142,-0.0004184100418410101,0.18465047083333333,0.06557314523129228,0.361602,0.129681,0.231921,0.000364560669456067,0.9204583333333325,59.62694755902399,408.55,-482.33,890.88,-0.007405857740585296
S2,3,34.053000000000004,0.029737742572921774,34.13,34.0,0.13000000000000256,-8.368200836821392e-05,0.23036719583333334,0.0560217828582402,0.361602,0.129681,0.231921,0.0005200376569037656,0.5542499999999991,72.18448391866612,408.55,-482.33,890.88,-0.3706276150627619
S2,3,34.067666666666675,0.03822593651203641,34.13,34.0,0.13000000000000256,0.000251046025104612,0.24637845833333336,0.014612442379353649,0.297536,0.2245,0.07303600000000002,0.00015547698744769863,-0.9593749999999999,66.7676644231775,229.85,-466.14,695.99,-0.15154811715481356
S2,3,34.09133333333334,0.01927577639306829,34.13,34.05,0.0800000000000054,0.0,0.24604213333333336,0.0193743250512258,0.297536,0.209124,0.08841200000000002,-0.00021980753138075312,-0.7299583333333329,54.423837489482466,229.85,-466.14,695.99,-0.1534309623430957
S3,1,32.63016666666667,0.016582286399112432,32.66,32.59,0.06999999999999318,0.0,6.6794673875,0.5569403709250396,7.924688,5.97839,1.9462979999999996,-0.006562041841004185,1.7069583333333336,46.05917324845939,140.65,-195.72,336.37,-0.08138075313807461
S3,1,32.59583333333334,0.039424682060298144,32.66,32.53,0.12999999999999545,-0.0003347280334727962,6.009887879166667,0.36127406867402095,7.186026,5.416864,1.7691619999999997,-0.006370150627615061,-0.10120833333333318,24.413145037525663,124.35,-136.88,261.23,0.4719665271966528
S3,1,32.57283333333334,0.027361266215015206,32.63,32.53,0.10000000000000142,8.368200836818419e-05,5.424180408333333,0.39432410630658027,6.02964,4.599755,1.4298849999999996,-0.004669364016736398,-0.196375,36.27414108483767,121.49,-191.58,313.07,0.022468619246861304
S3,1,32.61266666666667,0.04034710508684431,32.71,32.53,0.17999999999999972,0.0007531380753138064,4.906224575,0.2966887675720738,5.492458,4.379379,1.113079,-0.004199171548117154,0.3944166666666669,50.09263567458184,251.33,-212.16,463.49,0.02150627615062723
S3,1,32.65416666666666,0.026664062372830925,32.71,32.61,0.10000000000000142,0.0001673640167363981,4.4212963458333325,0.3272103968068194,4.9521,3.885672,1.0664279999999997,-0.004306573221757323,0.5477500000000004,40.61566540885631,251.33,-212.16,463.49,0.12778242677824378
S3,1,32.696666666666665,0.049046463231874636,32.81,32.63,0.17999999999999972,0.0003347280334727962,3.823543004166667,0.3577838270516092,4.400449,3.243844,1.1566049999999999,-0.004839351464435146,-0.3301250000000001,21.78359936361241,100.84,-108.33,209.17000000000002,-0.04891213389121293
S3,1,32.7735,0.06009229013220747,32.84,32.63,0.21000000000000085,0.0005857740585774083,3.2673568875,0.2881222484404548,3.911298,2.784716,1.126582,-0.004713732217573222,-0.1626666666666669,18.75108497897892,80.39,-142.49,222.88,-0.06619246861924664
S3,1,32.787,0.039719852299154854,32.84,32.71,0.13000000000000256,-0.0003347280334727962,2.827487475,0.22493589251790028,3.238719,2.477215,0.761504,-0.00318620920502092,-0.16608333333333342,20.798792925545516,80.39,-142.49,222.88,-0.043221757322175945
S3,1,32.71541666666666,0.04516443721435023,32.79,32.65,0.14000000000000057,-0.0005439330543933162,2.5057196666666663,0.14749409061254698,2.820591,2.28078,0.5398109999999998,-0.0018833598326359834,-0.41437500000000005,23.344093927073754,94.21,-67.15,161.36,0.27267782426778275
S3,1,32.73341666666666,0.06942016797892651,32.87,32.65,0.21999999999999886,0.0005439330543933162,2.3144995041666667,0.09429358393770307,2.553688,2.056561,0.4971270000000003,-0.0017600585774058572,-1.2079166666666665,34.072498413819346,113.89,-117.69,231.57999999999998,0.25347280334727984
S3,1,32.80758333333333,0.04254401315761817,32.87,32.66,0.21000000000000085,0.00062761506276153,2.1599688541666664,0.10608472165675524,2.396093,1.987373,0.40871999999999997,-0.0007022761506276155,-0.5983749999999998,34.29210589833626,113.89,-135.78,249.67000000000002,-0.039665271966527985
S3,1,32.83500000000001,0.01784189825476285,32.87,32.79,0.0799999999999983,0.0,2.0677506083333332,0.034061542551753754,2.187249,1.987373,0.19987599999999994,-8.577405857740478e-05,-0.16262500000000008,37.130087689896115,169.13,-152.58,321.71000000000004,-0.04912133891213435
S3,1,32.834833333333336,0.01888488519660307,32.87,32.79,0.0799999999999983,-8.368200836821392e-05,2.0094053125,0.07871847708277588,2.179561,1.834109,0.3454520000000001,-0.0010969497907949788,-0.6790833333333335,40.17556253486758,169.13,-152.58,321.71000000000004,-0.1421338912133896
S3,1,32.82533333333333,0.014772346537440584,32.84,32.79,0.05000000000000426,0.0,1.8506980125,0.1255733598763913,2.057842,1.656014,0.40182799999999985,-0.0015901548117154814,-0.2704999999999999,26.737650898748257,94.5,-100.86,195.36,0.005313807531380855
S3,1,32.83791666666667,0.020161672935437018,32.89,32.79,0.10000000000000142,0.00020920502092051994,1.6658750625,0.10302597523905607,1.880234,1.421545,0.4586889999999999,-0.0018985899581589955,0.5869166666666665,32.41300098715106,109.25,-309.05,418.3,-0.1440585774058575
S3,1,32.83891666666667,0.018429859528010527,32.89,32.81,0.0799999999999983,-4.184100418412182e-05,1.4757334458333333,0.1208266880392341,1.657296,1.30347,0.3538260000000002,-0.0014643598326359833,-0.661041666666667,64.11682755069008,357.92,-488.04,845.96,-0.1547280334728039
S3,1,32.83825,0.023967425810878667,32.89,32.81,0.0799999999999983,0.00012552301255227627,1.3234097791666666,0.059700638073128934,1.47644,1.161251,0.31518899999999994,-0.0008470209205020916,-1.5584166666666657,97.97865432494156,555.59,-488.04,1043.63,0.7915062761506262
S3,1,32.93508333333333,0.10786562499497063,33.16,32.81,0.3499999999999943,0.0013807531380753066,1.2230662625,0.07069163806875317,1.370095,1.097188,0.272907,-0.0008631046025104597,0.629250000000001,83.76642575899668,555.59,-487.22,1042.81,-0.010543933054394775
S3,1,33.12616666666667,0.12344488198742332,33.27,32.87,0.4000000000000057,0.0015899581589958265,1.1087517083333334,0.06682943937148206,1.226595,0.95625,0.27034500000000006,-0.0006647531380753139,1.476083333333333,34.14831826742066,286.5,-104.47,390.97,-0.06092050209205013
S3,1,33.25225,0.03297631725951312,33.29,33.16,0.13000000000000256,0.00046025104602513196,1.0192444125,0.044028196502268226,1.097188,0.920276,0.17691200000000007,-0.0007026903765690374,0.41879166666666745,51.357857340656885,243.8,-320.61,564.4100000000001,0.22581589958159035
S3,1,33.26199999999999,0.020558858593479796,33.29,33.21,0.0799999999999983,0.0001673640167363981,0.9614637750000001,0.0586359769869663,1.097188,0.861339,0.2358490000000001,-0.0008099079497907953,-0.6416666666666656,47.423021331650965,243.8,-320.61,564.4100000000001,0.02008368200836896
S3,1,33.2935,0.05210006397948728,33.41,33.21,0.19999999999999574,0.0005857740585773785,0.8807282875000001,0.0748393363405113,1.025339,0.79087,0.23446900000000004,-0.0005628953974895397,-0.45499999999999985,14.848960457441683,62.36,-99.79,162.15,0.4551464435146441
S3,1,33.39033333333334,0.0603038602044315,33.47,33.29,0.17999999999999972,0.0006694560669456221,0.7913607999999999,0.038991770450335625,0.860057,0.728088,0.131969,-0.0005521715481171548,-0.005375000000000056,8.296075670221533,26.0,-35.18,61.18,0.017364016736401564
S3,1,33.439,0.013127579111678302,33.47,33.41,0.060000000000002274,0.00016736401673642784,0.7292520083333333,0.03222128094908597,0.789588,0.662744,0.12684399999999996,-0.00046639748953974865,-0.35975,11.015422594594362,55.28,-59.65,114.93,-0.16146443514644354
S3,1,33.406,0.043596635955847736,33.45,33.29,0.1600000000000037,-0.0006694560669456221,0.6680774208333333,0.03643668934378368,0.728088,0.608932,0.11915599999999993,-0.0004878410041841003,-0.35220833333333323,16.745976721985013,55.28,-87.07,142.35,0.07008368200836844
S3,1,33.31516666666667,0.07333693172989673,33.45,33.18,0.2700000000000031,-0.0008368200836820202,0.6091931583333334,0.030677109493751156,0.685807,0.555119,0.13068800000000003,-0.00036990376569037665,-0.5889583333333331,19.816890064578683,56.4,-87.07,143.47,-0.23920502092050192
S3,1,33.23166666666667,0.03194613522095589,33.31,33.16,0.15000000000000568,-0.0003347280334727962,0.5900438083333335,0.01601870997578344,0.649932,0.555119,0.09481299999999993,-9.113389121338886e-05,-0.5401249999999999,25.469105213985074,153.0,-114.67,267.67,-0.14326359832636018
S3,1,33.19258333333333,0.02653600803101799,33.25,33.15,0.10000000000000142,-0.00037656903765691805,0.5885756666666667,0.012918925921126558,0.649932,0.561525,0.0884069999999999,-0.0003055732217573221,0.10254166666666678,25.634840301627207,153.0,-114.67,267.67,0.06799163179916382
S3,1,33.16833333333333,0.015238839267551088,33.21,33.15,0.060000000000002274,-0.000251046025104612,0.5621123833333334,0.025986036279504465,0.593557,0.480806,0.11275099999999999,-0.0004074267782426778,-0.7361249999999998,36.61879052573566,179.59,-323.02,502.61,-0.029288702928869845
S3,1,33.16766666666667,0.011599808427537968,33.18,33.15,0.030000000000001137,0.0,0.5183756666666667,0.032959795304869366,0.569213,0.469275,0.09993799999999997,-0.00040771966527196633,-1.3462083333333335,38.74552759403246,179.59,-323.02,502.61,0.035606694560669595
